text,label
mikel arteta kecewa arsenal harusnya imbang lawan psg,tidak_stres
ada aja gebrakan lu berdua bangg gue yg stress happy one monthsary,tidak_stres
gua lagi nonton bisa diam dulu tidak tapi bercanda lanjutin aja biar gua stres banget happy one monthsary,tidak_stres
iya udah cape banget ngadepin drama mecimprut,tidak_stres
seru banget waktu chat seru sama momen kecil,tidak_stres
penuh energi tiap kali belajar setelah cuaca cerah,tidak_stres
setelah melihat yamal dua pertandingan emang gila ni pemain,tidak_stres
i ada jumpa satu pants ni cantik gila cutting dia pun nice harga tak sampai rm pun weh,tidak_stres
tau ah cape main mole gada org subuh gini,tidak_stres
sedih,tidak_stres
gak sabar mau berbagi cerita sama hari minggu,tidak_stres
buko jah wi ore knl bkpo nok tutup jk betul fitnah nk takut apo takkan dio nok same malu sbb dio pon suko memalukan diri dia sendiri,tidak_stres
ngejaga hati biar ga kecewa,tidak_stres
eh vasektomi tuh masih bisa ngewe dan crot dmn aja knp lo takut bgt padahal istri lo kb jg dia ga takut knp klau lo vasektomi jdi kayak mau meninggal,tidak_stres
tidur anjir malah buka iqiyi lagi stres gue,tidak_stres
apasih ferrari ini gjelas anjirlah cape bgt gue loh ngliatnya udh kek freak anj,tidak_stres
sedih bngst baru melek mata wa uda dibuat nangis aelah kesalahan ini napa lngsung baca kopitale pagi pagi nalaaaaaaa peluk jauh buat kamu,tidak_stres
seneng banget bisa berbagi cerita bareng momen kecil,tidak_stres
berarti kamu belum siap untuk memulai hubungan baru pergi aja kak kasian cowo mapannya nanti kamu juga malah cape sendiri kalo dipaksa menjalani hubungan karena isinya cuma trust issue,tidak_stres
seru banget waktu ngopi santai sama keluarga,tidak_stres
takut bgt njrit daddy,tidak_stres
seruuu tauu tp stress jugaa,tidak_stres
gak sabar mau jalan-jalan sama suasana sekolah,tidak_stres
iyaa sedih kaaan nnie padahal aku suka banget anabul,tidak_stres
abis utbk niat menghibur diri dengan nonton film dan yap bukannya terhibur malah makin stres tadi juga cezza stres nontonnya trs kayanya stres jg menangani aku yg stres di bioskop itu,tidak_stres
gila ya april baru selesai perasaan udh lama sejak pacarku bilang april mop sayang,tidak_stres
rasanya pengen jalan-jalan pas lagi momen kecil,tidak_stres
lah orang gila,tidak_stres
zindagi main stress or bad news ke ilawa aur kuch nehi raha allhumdulillah,tidak_stres
gila nonton resplay bikin takbir mulu liat go younjung cantik banget,tidak_stres
penuh energi tiap kali olahraga setelah pemandangan indah,tidak_stres
gila karina keren banget,tidak_stres
beneran gila karena kpop,tidak_stres
hati dan otak kau tu yg jijik get help to recover takut simpan lama jadi gila u still ada hope,tidak_stres
gak sabar mau berbagi cerita sama suasana sekolah,tidak_stres
gak sabar mau ketawa sama musik favorit,tidak_stres
selamat pagi jangan lupa vote khy naik lagi  hari ini siap atau besok siap pejuang melawan gue panik dan takut,tidak_stres
di arab bikin beliau stress sepertinya,tidak_stres
ih mau ikut lomba kayaknya seru,tidak_stres
beneran takut,tidak_stres
asli sedih merosot bgt spo nya  monthly listeners padahal dulu pernah nyentuh  m loh,tidak_stres
takut bgt bakal di bawa sm om reiden,tidak_stres
sedih banget kayanya,tidak_stres
woiii tapi gak salah orangnya emang gila,tidak_stres
udah sering dishare tapi semua harus tau aku paling takut banget sama iklan radio berbagai macam merk obat pasaran paramex promag termorex dll tiap keinget iklannya langsung merinding sebadanbadan,tidak_stres
seru banget waktu berbagi cerita sama teman-teman,tidak_stres
orang gila mikir gasih kalo dia gila,tidak_stres
kadang takut kadang sange awoakwoakwok,tidak_stres
hah gila sih emang paling bener hidup sesuai kemampuan aja termasuk urusan fangirlingan,tidak_stres
aku nulis nugas karena pemandangan indah,tidak_stres
gak sabar mau membaca buku sama hari minggu,tidak_stres
penampakan mas pacar ngechat ngabarin sebelum manggung hahznansnsjs wargh stres,tidak_stres
iya sumpahhhh evil edit mnet jahat bgt gila,tidak_stres
sm sih aku jg punya bbrp temen yg nyinyir bgt nyuruh cpt nikah takut ketuaan krn aku cewe  i mean hello in this economy mrk mikir kalo nikah tuh semua masalah hidup bakal ilang kali ya,tidak_stres
lucu banget temen ku kena razia rambut,tidak_stres
gila banget teori enha gue ternganga mulu,tidak_stres
seru banget waktu nongkrong sama teman-teman,tidak_stres
stres orang teh,tidak_stres
hai semuanya apa kabar,tidak_stres
kadang temen kayak han gini yang kalo ngomong segala kingdom animalia dia bawa tapi hatinya yang paling lembut yang kalo temennya sedih nangisnya lebih kenceng lagi,tidak_stres
hapusen ml mu timbang gawe stres,tidak_stres
seneng banget bisa belajar bareng cuaca cerah,tidak_stres
gila bgt emg ssg tvxq nih  diluar nurul bgt kelakuannya ckckckck,tidak_stres
atau sebenernya galucu tapi gua stres ya,tidak_stres
ahahahah samaaaaa ak jg engga anjirr kek cape bgt maw pusreng tuhh,tidak_stres
rasanya pengen ngopi santai pas lagi momen kecil,tidak_stres
aku bersyukur bisa terus chat seru walau hewan peliharaan,tidak_stres
wtffff kak ana deact akun demi apasih gue gabisa reread dong sumpah sedih banget,tidak_stres
gila sedih wehh story ni terpaksa buat camtu even dia sayang gila hmm,tidak_stres
cape ngasi makan babi,tidak_stres
nyaman rasanya bisa dengerin musik di tengah suasana sekolah,tidak_stres
kecewa bgt si jessie ga join lg,tidak_stres
seru banget waktu berbagi cerita sama pelajaran baru,tidak_stres
ini lebih gila lagi,tidak_stres
gak sabar mau nonton film sama liburan,tidak_stres
kalau lihat tiga bogel lucu itu ilang satu rasanya sedih meski seringnya nyimak dari twitter aja hope youll back soon dengan semua fakta terungkap supaya kamu bisa tenang,tidak_stres
aku ketawa karena pelajaran baru,tidak_stres
betull selagi pake duit sendiri cape sendiri,tidak_stres
penuh energi tiap kali main game setelah hari minggu,tidak_stres
kecewa dikit,tidak_stres
gw jg ga mau tbtb nunjukin ijazah dpn org gila mending biarin aja gila sendirian wkwk,tidak_stres
bener kuncinya sih asal kita bahagia  kalo udh mikirnya ke yg lain mah malah bikin cape ga siiii semoga kita tetap berada di jalan yg normal aja ya mayyy,tidak_stres
maaf buat kamu kecewa ya maaf kalau ternyata aku di luar ekspedisi kamu cy,tidak_stres
bro gw takut ntar dia ke indo gini juga,tidak_stres
tiap hari semangat buat nongkrong karena keluarga,tidak_stres
ironis ngomongin etika soal calon wadek di kantor bunda but she herself milih  masih sedih mengingat ini,tidak_stres
stress ajg inter  gol set piece corner ditambah bek inter sama sommer alot bgt,tidak_stres
fen sadar fen jangan sampe yang udah dukung dari awal pada lebih kecewa,tidak_stres
tiap hari semangat buat ketawa karena hari minggu,tidak_stres
suka banget sama lagu zb1 insomnia,tidak_stres
ini gila bgt,tidak_stres
kecewa lah gak nemu seblak istimewa disini gamau dulu lah,tidak_stres
wkwk stres,tidak_stres
hopefully besok dpt qr code tu aku kalau stress jadi serba tak kena selagi tak settle kenapa la gatal nk beli sendiri,tidak_stres
agak serem ya aku kalo suka cowo save foto pun diem takut ketauan trus dia ilfeel maksudnya berlebihan itu gak baik mending ngomong aja aku gak suka kamu edit foto  foto rumahku,tidak_stres
kecewa,tidak_stres
rasanya pengen jalan-jalan,tidak_stres
takut bgt cuma perkara menuhin hasrat fangirling jd begitu,tidak_stres
belajar dulu ges biar jadi dokter anjay,tidak_stres
kecewa sm si rafesul,tidak_stres
yang nonton stres,tidak_stres
seru banget waktu makan enak sama cuaca cerah,tidak_stres
pengen jadi orang sukses,tidak_stres
seru banget waktu ngopi santai sama suasana sekolah,tidak_stres
gusdur  bangsa ini bangsa pengecut tidak berani melawan kejahagan menurut sy yg pengecut adalah para petinggi dan pejabat yg takut kehilangan jabatannya rakyat ma mau aja diajak perang ya monggo,tidak_stres
kita kerja keras bukan buat jadi hero tapi biar bisa hidup tanpa takut tiap tanggal tua,tidak_stres
lucu liat temen takut sama kecoa,tidak_stres
fitz sedih banget ya dia pasti kesepian,tidak_stres
sedih sekali sepertinya pengabdi setan  dipostponed,tidak_stres
shootnya messi prime gila itu akurasinya,tidak_stres
wkwkwkwk lucu banget liat misandri ngetek ke pemerintah go ahead lah bro mau dibawa kemana kek teserah lu ga takut gw tapi nanti kalo ada case yg ngeberatin kaum lu jangan ngajak ngajak kita ya,tidak_stres
cape banget kayaknyaa yaaa emang jauh,tidak_stres
krismon misal ditujukkan pasti bacot lagi jadi gak usah nanggepin orang stres,tidak_stres
sebejat aku juga ttp sholat doain mama bapak biar sehat dan ada rezeki terus tau ih cape bgt untung ada twt buat sambat,tidak_stres
kecewa goodbye starfusyon,tidak_stres
rasanya pengen ketawa pas lagi suasana sekolah,tidak_stres
aku bersyukur bisa terus makan enak walau musik favorit,tidak_stres
game yg bikin stres buat berteman ini mah,tidak_stres
cape bang saya jawab nya dua duanya sama prkir bus sama numpuk pemain di belakang,tidak_stres
rasanya pengen berbagi cerita pas lagi senyum orang tersayang,tidak_stres
allaahhuu boring gila ada otak macam ko,tidak_stres
penuh energi tiap kali nongkrong setelah keluarga,tidak_stres
main game sampe lupa waktu wkwk dan sekarang ngantuk banget,tidak_stres
gak sabar mau belajar sama liburan,tidak_stres
tiap hari semangat buat belajar karena musik favorit,tidak_stres
lo yang minimal belajar mereka daftar cpns buat apa kalo takut keterima mikirrrr,tidak_stres
nilep duit perusahaan sampe miliaran buat kpopan gila banget si,tidak_stres
iya aku baca qrt semua gila ya masa depan rusak cuma karena gengsi,tidak_stres
tiap hari semangat buat main game karena teman-teman,tidak_stres
npd nih mamahnya danika sakit  gk ada pikiran stress gilaa,tidak_stres
takut ijazahnya jd pembanding ketahuan abal,tidak_stres
akademik stres falan filan,tidak_stres
rasanya pengen berbagi cerita pas lagi hari minggu,tidak_stres
lagi suntuk gini ketemu few tweets yh biasanya w cringe jdi ketawa sendiri bjirr stress,tidak_stres
wkwkwkw wartawan stress,tidak_stres
ga nonton jumbo karena kecewa ga pake ai di tahun  ini,tidak_stres
betul kalau tak sedih je hidup bila fikirkan jadi baik jangan life is too short to be sad nanti kita yang rugi orang tu elok je have fun,tidak_stres
gila gw lg nangis seharian byk stres liat ini berasa kena tegur tuhan kek jgn lupa bersyukur,tidak_stres
barbar ah eehhh pas liat pd ke s jd takut nghunter,tidak_stres
cuti nak rehat tapi stress nangis sebab jantan,tidak_stres
nder aku tau kamu lagi stress,tidak_stres
tiap hari semangat buat belajar karena senyum orang tersayang,tidak_stres
hey kok sedih kan filmnya happy,tidak_stres
seneng banget bisa chat seru bareng teman-teman,tidak_stres
yang aku rekomendasikan udah pada aku cobain jadi jangan takut zonk in syaa allah bagus tapi balik lagi semua sesuai selera happy shopping,tidak_stres
seneng banget bisa nonton film bareng teman-teman,tidak_stres
waras dan gak toxic harus banget biar kita gak gila,tidak_stres
tiap hari semangat buat ketawa karena teman-teman,tidak_stres
sedih saya lihatnya,tidak_stres
gila ya mecima ga hbs pikir h blm dpt sn,tidak_stres
sama gue juga ada rasa kecewa sma kta yoko tapi klw ada yang kasar gue sedih,tidak_stres
gila stress bgt jago bgt,tidak_stres
plp jan garai stres pol rek,tidak_stres
gak sabar mau jalan-jalan sama teman-teman,tidak_stres
wah dijadiin movie pernah nonton ini di tv sedih banget,tidak_stres
pacarku lagi sakitt kakk sedih banget,tidak_stres
aku berbagi cerita karena kopi pagi,tidak_stres
nonton move to heaven baru ep  dah tak close gak kuat anjrit sedih bgt,tidak_stres
buat gaduh dan membuat rakyat takut pak   masa seperti ngancam mau kerahkan ratusan ribu ke jabar ormas kok rasa preman bubarkan saja pak gk penting ormas yg rasa preman,tidak_stres
rasanya pengen nonton film pas lagi pemandangan indah,tidak_stres
wkwkwk fineapple sih dek g rill jauh banget dari ekspetasi kecewa betul buat aku yang ngikutin on goingnya,tidak_stres
perasaan tonkla kerasa banget diaku sedih bangat happy one monthsary,tidak_stres
barca dibuat stres sama pertahanan inter inter dibuat stres sama prank barca,tidak_stres
penuh energi tiap kali makan enak setelah suasana sekolah,tidak_stres
seru banget waktu ngopi santai sama pemandangan indah,tidak_stres
bro kecewa ringan ketik f for respect,tidak_stres
iya ya kadang aku jg bingung takut mereka aktif lagi,tidak_stres
seneng banget bisa dengerin musik bareng senyum orang tersayang,tidak_stres
aku bersyukur bisa terus belajar walau musik favorit,tidak_stres
penuh energi tiap kali chat seru setelah momen kecil,tidak_stres
yahh kecewa,tidak_stres
mengikuti abangabang karena takut nyasar wkwkwk,tidak_stres
aku bersyukur bisa terus belajar walau kopi pagi,tidak_stres
gimana caranya jadi vegan dan meninggalkan ayam ih sedih bgt kehidupan seperempat abad ini,tidak_stres
yg inih bray masa lu blom baca sih parahhh klo blom baca au stres gw,tidak_stres
sedih,tidak_stres
buzer ga bakal ngaku ncen nek awmu iki kyok e gendeng minim empati mbak e ddi korban pelecehan verbal dll kon sek nyalahno mbak e lak stres separo arek iki,tidak_stres
tiap hari semangat buat nulis nugas karena pemandangan indah,tidak_stres
lo bisa punya seragam kerja keren tapi itu nggak ada artinya kalau setiap harinya lo cuma nahan stres,tidak_stres
penuh energi tiap kali membaca buku setelah hewan peliharaan,tidak_stres
disaat udah tenang dikit ada aja yg bikin sedih lagi apa harus berhenti scroll dulu gue baca kata est dan rumah sakit ada di satu tweet aja gue nangis allah akbar,tidak_stres
cape ketawa dia akting nya bener kaya orang gila,tidak_stres
gimana cara stopnya ka cape bgt dapet iklan begini mulu message penuh sm ads yg kayak gini hadeh,tidak_stres
pagiii ahyeona udah tanggal satu masih ga mau update foto yang baru nahan kangen sama kamu bikin gila,tidak_stres
begadang tu gada dalam niat tudey ini kopi yg gue minum td strong bgt sial efeknya ampe bikin seger mulu dan laper palsu stres,tidak_stres
pertandingan paling stres,tidak_stres
seram gila baca komen dia,tidak_stres
aku olahraga karena pemandangan indah,tidak_stres
rasanya pengen nonton film pas lagi cuaca cerah,tidak_stres
org saja sdh stress ini ada  ctrl cp,tidak_stres
asam lambung bikin gedek padahal ga makan aneh ga stres malah lagi bahagia eh malah kumat,tidak_stres
bob binggu lucu ya tipe sopan sekali tapi dalamnya stress,tidak_stres
anjir gw cape ketawa ya,tidak_stres
stress anjir yamal maen na hade pisan,tidak_stres
ngga semua orang gila kerja ky lu jd wajar dong diluar jam kerja ngga on hp,tidak_stres
jujur kecewa bang why,tidak_stres
tiap hari semangat buat membaca buku karena cuaca cerah,tidak_stres
padahal mamaku udah semangat banget waktu ceritain scene min ha panggil suaminya yang ditebak seokhyung yeobo apa tidak ikut kecewa mamaku,tidak_stres
dh lah gw stres ngobrol sm lu kak,tidak_stres
vivi sayang gimana perasaan sekarang manis masih sedih,tidak_stres
takut salkir,tidak_stres
joss kamu kok keliatan bahagia banget sih itu gawin keliatannya udah cape ditambah ngantuk banget happy one monthsary,tidak_stres
stress bgt bgst pngn jajan eskrim,tidak_stres
gila emang teori soal enhypen ni keep them coming,tidak_stres
pertandingan paling bikin stress,tidak_stres
penuh energi tiap kali ngopi santai setelah keluarga,tidak_stres
rasanya pengen berbagi cerita pas lagi teman-teman,tidak_stres
aku kecewa sih di sini soalnya dia udah terima link co dan vidcon vidcon juga gaada masalah apaapa terus tibatiba cancel gitu aja dengan alasan duitnya udah kepake,tidak_stres
kecewa cilok ga ada dmpun gak akan ku balas ya om,tidak_stres
yuk no time to sedih ya kalau ngedrop gabisa ngejar ug perlu dikejar,tidak_stres
gila w tidur  jam sampai lupa vote malam   karena kepala sakit bgtt,tidak_stres
belajar sambil denger musik bikin ga pusing,tidak_stres
gdm butuh org org gila seperti kita,tidak_stres
saya masih sedih jgn direcokin dulu gatau kalo nanti bag bad back rilis mungkin sedikit ilang sedihnya y samasama c hebat bgt soale bubble sohee pun gak mempanmasih tetep nangis,tidak_stres
seneng banget bisa dengerin musik bareng hari minggu,tidak_stres
kompas tv lakukan phk besarbesaran ratusan karyawan dan beberapa rubrik terdampak presenter kompas tv menangis sedih saat mengumumkan penutupan rubrik kompas sport pagi,tidak_stres
iya wey takut banget luck ku yg mana yg kesedot,tidak_stres
tapi anjrit keren bgt barca dah walaupun agak stres,tidak_stres
aku kecewa dia seringnya fotonya cuma foto apalah jalan doang trs gajelas kegelapan semua trs mak jreng muka dia aku lgsg nyesel buka instagram gakuat kebawa mimpi takut ih,tidak_stres
pengen peluk tonkla kalo lagi sedih tong bisa nyari mark buat jadi sandaran tapi tonkla kalo sedih mau pergi kesiapa puk puk tonkla anak baik happy one monthsary,tidak_stres
terpaksa jadi solo stan tahun ni stress,tidak_stres
yeah sudah tidak ada tugas saatnya scroll twitter,tidak_stres
tos buat part ngantukan kalau stres kayanya lebih banyak haha,tidak_stres
yg msh suka sama si yanto perlu di pertanyakan alias lu semua gila,tidak_stres
sedih banget tahu tek di blok m yang rasanya mirip banget tahu telor di malang tibatiba ga ada habis lebaran,tidak_stres
sering bgt aku nanya ke salah satu warga basecamp gunung kalo pas aku lg naik mereka rata² mandi x apalagi gunung prau kawasan dieng dibawah mdpl tp dinginnya gila,tidak_stres
nyaman rasanya bisa chat seru di tengah musik favorit,tidak_stres
lupa ada pr untung bisa ngerjain pagi pagi,tidak_stres
mimpi deisik konser depan rumah gwtapi mau nonton aja masa harus lewatin padang pasir dulubener konser dg perjalanan ter stress sampe ke mimpi,tidak_stres
nyaman rasanya bisa ketawa di tengah hewan peliharaan,tidak_stres
cape tapi seru tadi joging sama temen,tidak_stres
takut kangen pelatnas pas di ic gw orangnya gampang gamon cak,tidak_stres
aku bersyukur bisa terus nonton film walau pemandangan indah,tidak_stres
sumpaa cok akuu cape mimpi kek gini trosss,tidak_stres
nanem cabe susah banget cape apa karena aku yg gabisa ya,tidak_stres
hai pembenci buangbuang energi percuma kalian si pembenci hatinya tersiksa terganggu kecewa dan sakit hati permanen derita lo sampai akhir hayat,tidak_stres
seneng banget bisa belajar bareng pelajaran baru,tidak_stres
gak sabar mau dengerin musik sama senyum orang tersayang,tidak_stres
gak sabar mau main game sama musik favorit,tidak_stres
temenku juga gtuu udh lost interest sma treasure aga sedih sihhh karna aku dket sma dia jga gr kita sma teume but walopun gtu klo aku cerita soal trejo dia masih suka excited,tidak_stres
seru banget waktu ketawa sama hari minggu,tidak_stres
kecewa bgt anjir si arul gatau aku jurusan apa fakmen,tidak_stres
ciri ciri orang stress,tidak_stres
tiap hari semangat buat berbagi cerita karena hari minggu,tidak_stres
mikel arteta kecewa arsenal harusnya imbang lawan psg,tidak_stres
ya allah semoga aku tetep waras buat selalu ada di jalur yg bnringet tujuan awal suka kpop buat pengalihan patah hati dan stress skripsi saat itu,tidak_stres
dulu konsisten smpe dpt badge obsidian tp susah kena demotion zone mulu akhirnya ga peduli la dengan badge krn bikin stres jd skrg yg ptg streak nyala,tidak_stres
nyaman rasanya bisa chat seru di tengah momen kecil,tidak_stres
bang nino  is here kak aninn abang mau bgt kamu ajak nonton horor movie or thriller dgn mun yg mature ini siap ngasih kamu pelukan hangat kalau lagi takut,tidak_stres
wah ini mah gua juga seng banget penghilang stres ini,tidak_stres
takut ni yeeeeee,tidak_stres
iyaa lagian war wer wor nggak ada manfaatnya cuma bikin stress dan capek aja jadi lebih baik gunain waktu buat hal lain aja,tidak_stres
yuk rasa kecewa kita dijadikan satu kesatuan yang solid jangan ada yang kepecah belah naikin ht terus walau kemungkinannya kecil untuk didengar,tidak_stres
Aku merasa sangat tertekan dengan pekerjaan,stres
Aku baik-baik saja dan merasa tenang,tidak_stres
Aku cemas dan tidak bisa tidur,stres
Saya santai dan menikmati hari ini,tidak_stres
Semua tugas menumpuk dan membuatku panik,stres
Hari ini aku merasa bebas dan rileks,tidak_stres
Aku khawatir tentang masa depan,stres
Aku menikmati waktu bersama keluarga,tidak_stres
Tekanan dari bos membuatku stres,stres
Aku merasa damai saat berjalan di taman,tidak_stres
Aku takut gagal dalam ujian ini,stres
Saya bahagia bisa menyelesaikan pekerjaan tepat waktu,tidak_stres
Saya merasa lelah dan terbebani,stres
Hari ini sangat menyenangkan dan penuh tawa,tidak_stres
Pikiran saya kacau karena masalah keuangan,stres
Aku menikmati secangkir kopi di pagi hari,tidak_stres
Saya merasa terjebak dalam rutinitas,stres
Libur akhir pekan ini sangat menyegarkan,tidak_stres
Aku gelisah memikirkan presentasi besok,stres
Saya merasa puas dengan hasil kerjaku,tidak_stres
Semua masalah sepertinya datang bersamaan,stres
Aku senang bisa berkumpul dengan teman-teman,tidak_stres
Saya merasa kewalahan dengan tanggung jawab,stres
Hari ini aku merasa penuh energi,tidak_stres
Aku takut kehilangan pekerjaan,stres
Saya menikmati musik yang menenangkan,tidak_stres
Pikiran saya dipenuhi kecemasan,stres
Aku merasa santai setelah yoga,tidak_stres
Saya merasa tertekan oleh ekspektasi orang lain,stres
Hari ini aku merasa optimis dan bahagia,tidak_stres
Aku sulit fokus karena banyak masalah,stres
Saya menikmati pemandangan alam yang indah,tidak_stres
Saya merasa terpojok oleh situasi ini,stres
Aku merasa lega setelah menyelesaikan tugas,tidak_stres
Pikiran negatif terus menghantuiku,stres
Saya merasa tenang saat membaca buku,tidak_stres
Aku stres memikirkan deadline proyek,stres
Hari ini aku merasa penuh semangat,tidak_stres
Saya merasa cemas tentang kesehatan keluarga,stres
Aku menikmati waktu sendiri di rumah,tidak_stres
Semua tanggung jawab membuatku lelah,stres
Saya merasa bahagia melihat matahari terbenam,tidak_stres
Aku khawatir tidak bisa memenuhi target,stres
Hari ini aku merasa santai dan bebas,tidak_stres
Saya merasa tertekan oleh konflik di kantor,stres
Aku menikmati makan malam bersama keluarga,tidak_stres
Pikiran saya penuh dengan kekhawatiran,stres
Saya merasa damai saat meditasi,tidak_stres
Aku merasa stres karena masalah pribadi,stres
Hari ini aku merasa penuh harapan,tidak_stres
"Chill banget hari ini, vibesnya asik!",tidak_stres
"Nongkrong sama temen, seru abis!",tidak_stres
"Jalan-jalan sore, mood langsung naik!",tidak_stres
"Main game bareng squad, ketawa sampe lemes!",tidak_stres
"Kerjaan selesai, happy kayak anak kecil!",tidak_stres
"Nonton sunset, jiwa gue tenang banget!",tidak_stres
"Weekend ini asik, rebahan full!",tidak_stres
"Hasil kerja gue oke, bangga dong!",tidak_stres
"Kumpul sama bestie, hati happy!",tidak_stres
"Hari ini energi gue full, gaspol!",tidak_stres
"Dengerin musik chill, hati adem!",tidak_stres
"Yoga tadi pagi, badan enteng bro!",tidak_stres
"Hari ini mood gue cakep, optimis!",tidak_stres
"Nikmatin pemandangan gunung, damai banget!",tidak_stres
"Tugas kelar, lega banget bro!",tidak_stres
"Baca novel tadi malam, santuy abis!",tidak_stres
"Hari ini gue semangat, gas terus!",tidak_stres
"Rebahan di rumah, nikmatin me time!",tidak_stres
"Liat matahari terbenam, hati happy!",tidak_stres
"Hari ini santuy, bebas ribet!",tidak_stres
"Makan bareng keluarga, hangat banget!",tidak_stres
"Meditasi tadi pagi, jiwa gue tenang!",tidak_stres
"Hari ini gue penuh harapan, bro!",tidak_stres
"Nikmatin kopi pagi, suasana enak!",tidak_stres
"Jalan kaki di taman, fresh banget!",tidak_stres
"Nonton film komedi, ketawa ngakak!",tidak_stres
"Hari ini gue rileks, no drama!",tidak_stres
"Dengerin playlist favorit, mood naik!",tidak_stres
"Main sama kucing, gemes banget!",tidak_stres
"Hari ini cerah, hati gue juga!",tidak_stres
"Nikmatin es krim, manisnya hidup!",tidak_stres
"Baca komik, bikin ketawa sendiri!",tidak_stres
"Olahraga pagi, badan segar bro!",tidak_stres
"Nonton bintang malam ini, romantis!",tidak_stres
"Hari ini gue santai, dunia aman!",tidak_stres
"Ngobrol sama temen, waktu cepet banget!",tidak_stres
"Nikmatin teh sore, relax abis!",tidak_stres
"Main musik, jiwa gue hidup!",tidak_stres
"Hari ini semua smooth, enak banget!",tidak_stres
"Nonton video lucu, perut sakit ketawa!",tidak_stres
"Jogging di pantai, vibesnya top!",tidak_stres
"Masak resep baru, hasilnya oke!",tidak_stres
"Hari ini gue happy, no overthinking!",tidak_stres
"Dengerin burung pagi, damai banget!",tidak_stres
"Nikmatin hujan dari jendela, cozy!",tidak_stres
"Main board game sama keluarga, seru!",tidak_stres
"Hari ini gue bebas, hidup enjoy!",tidak_stres
"Nonton stand-up comedy, ngakak parah!",tidak_stres
"Jalan-jalan di mall, window shopping asik!",tidak_stres
"Nikmatin smoothie dingin, segar bro!",tidak_stres
Hari ini mood gue on fire!,tidak_stres
"Foto-foto pemandangan, hasilnya cakep!",tidak_stres
"Ngobrol sama sahabat, hati ringan!",tidak_stres
"Nikmatin angin sepoi-sepoi, enak banget!",tidak_stres
"Main skateboard, adrenaline naik!",tidak_stres
Hari ini gue cuma pengen santai!,tidak_stres
"Nonton drama korea, baper tapi happy!",tidak_stres
"Makan pizza bareng temen, puas banget!",tidak_stres
"Hari ini semua chill, no pressure!",tidak_stres
"Dengerin podcast, inspirasi datang!",tidak_stres
"Berkebun pagi ini, terapi jiwa!",tidak_stres
"Nikmatin malam minggu, vibesnya oke!",tidak_stres
Hari ini gue cuma nikmatin hidup!,tidak_stres
"Main gitar, lagu favorit bikin happy!",tidak_stres
"Nonton sunrise, start hari dengan ciamik!",tidak_stres
"Makan sushi, lidah gue dimanjain!",tidak_stres
"Hari ini mood gue stabil, asik!",tidak_stres
"Jalan-jalan sama anjing, gemes banget!",tidak_stres
"Nikmatin bubble tea, manisnya pas!",tidak_stres
"Main basket sama temen, seru bro!",tidak_stres
"Hari ini gue full energi, gaspol!",tidak_stres
"Nonton konser virtual, vibesnya dapet!",tidak_stres
"Makan malam romantis, hati meleleh!",tidak_stres
Hari ini gue cuma pengen rebahan!,tidak_stres
"Dengerin jazz, suasana jadi chill!",tidak_stres
"Foto selfie sama sunset, kece abis!",tidak_stres
"Main puzzle, otak santai tapi aktif!",tidak_stres
"Hari ini hidup gue balance, happy!",tidak_stres
"Nikmatin camilan sambil nonton, top!",tidak_stres
"Jalan-jalan di pasar malam, seru!",tidak_stres
"Makan dessert, hidup terasa manis!",tidak_stres
"Hari ini gue santai, dunia tenang!",tidak_stres
"Main game online, menang terus bro!",tidak_stres
"Nonton film action, adrenaline naik!",tidak_stres
"Ngobrol sama keluarga, hangat banget!",tidak_stres
Hari ini gue cuma nikmatin momen!,tidak_stres
"Dengerin lagu throwback, nostalgia asik!",tidak_stres
"Foto bunga di taman, mood naik!",tidak_stres
"Main voli pantai, seru banget!",tidak_stres
"Hari ini semua flow, enak banget!",tidak_stres
"Nikmatin kopi di cafe, vibes cozy!",tidak_stres
"Nonton kartun, ketawa kayak anak kecil!",tidak_stres
"Makan bareng temen, happy abis!",tidak_stres
"Hari ini gue santuy, no stress!",tidak_stres
"Main catur, otak kerja tapi chill!",tidak_stres
"Nikmatin es teh manis, segar bro!",tidak_stres
"Jalan-jalan di hutan kota, fresh!",tidak_stres
"Hari ini mood gue top, gas terus!",tidak_stres
"Nonton dokumenter, dapet insight baru!",tidak_stres
"Makan malam di tepi pantai, ciamik!",tidak_stres
Hari ini hidup gue penuh warna!,tidak_stres
"Dengerin lagu akustik, hati tenang!",tidak_stres
"Foto candid sama temen, kece abis!",tidak_stres
"Main sepeda sore ini, badan segar!",tidak_stres
"Hari ini gue happy, no drama bro!",tidak_stres
"Nikmatin es kopi, mood langsung naik!",tidak_stres
"Nonton reality show, seru banget!",tidak_stres
"Makan bareng pacar, hati berbunga!",tidak_stres
"Hari ini gue santai, dunia aman!",tidak_stres
"Main kartu sama keluarga, ketawa terus!",tidak_stres
"Nikmatin jus buah, seger abis!",tidak_stres
"Jalan-jalan di danau, damai banget!",tidak_stres
"Hari ini semua oke, happy bro!",tidak_stres
"Nonton video travel, pengen jalan-jalan!",tidak_stres
"Makan steak, lidah gue dimanjain!",tidak_stres
"Hari ini mood gue ceria, top!",tidak_stres
"Dengerin lagu pop, goyang dikit!",tidak_stres
"Foto pemandangan kota, aesthetic banget!",tidak_stres
"Main futsal, seru sama temen!",tidak_stres
"Hari ini gue rileks, no overthinking!",tidak_stres
